SOL,MG,MH
-0.111,0.013,-0.001
-0.156,-0.127,0.003
0.034,-0.003,0.001
-0.009,-0.002,-0.016
-0.047,-0.045,-0.001
-0.06,0.083,-0.008
0.076,-0.063,-0.006
0.045,-0.056,0.002
0.222,-0.099,-0.007
0.219,0.065,0.001
-0.028,-0.022,-0.007
0.119,-0.058,0.005
-0.289,0.065,0.007
-0.192,0.091,0.018
-0.078,0.066,-0.008
0.071,-0.034,0.002
0.194,0.029,0.006
0.252,-0.082,0.009
-0.022,0.004,0.009
0.05,0.037,0
-0.034,0.003,0
0.036,-0.029,0.009
0.047,-0.014,-0.009
0.055,0.009,0.014
0.006,-0.021,0.01
-0.029,-0.015,-0.018
-0.014,0.058,0.006
0.011,-0.042,-0.001
0.03,-0.117,-0.01
0.034,0.032,-0.002
0.009,-0.018,-0.003
-0.001,0.045,-0.006
0.031,0.087,0.015
-0.022,0.135,0.014
0.036,-0.012,-0.002
0.06,0.002,-0.002
-0.003,-0.024,-0.002
-0.036,-0.025,0.016
0.04,-0.038,0.014
-0.043,-0.091,0.002
-0.018,-0.02,-0.007
0.051,0.019,0.004
0.052,-0.051,0.016
0.144,-0.081,-0.004
-0.001,-0.036,-0.004
0.157,-0.001,0.019
0.229,0.088,0.005
0.078,0.097,0
-0.043,0.061,-0.001
-0.11,0.007,0.002
-0.223,0.002,0.012
-0.218,0.01,0.003
-0.028,0.014,-0.004
0.001,0.018,0
0.046,0.008,-0.021
-0.002,-0.004,-0.011
0.06,-0.073,-0.018
0.058,0.047,0.003
0.064,0.014,0.008
-0.054,-0.094,-0.005
0.017,-0.009,0.004
0.047,-0.052,0.013
0.055,0.037,0.01
0.07,0.041,0.004
0.012,-0.004,0.004
0.033,-0.023,0.007
0.06,-0.077,-0.002
-0.027,0.057,0.005
0.038,-0.056,-0.011
0.024,-0.018,0.003
0.045,0.043,0.02
-0.068,0.034,0.018
0.004,0,-0.011
0,-0.064,0.001
-0.01,0.037,0.006
0.085,0.054,0.009
0.053,0,-0.006
0.03,-0.018,0.008
-0.038,0.06,0.005
0.013,-0.001,-0.024
0.04,-0.085,-0.005
0.121,0.029,-0.001
0.046,-0.044,0.005
0.044,-0.006,0.022
0.073,-0.129,-0.004
0.008,0.007,0.009
0.015,0.087,0.006
-0.109,0.046,0.006
-0.107,0.036,-0.009
-0.051,-0.065,-0.003
-0.136,-0.07,0.014
0.142,-0.004,-0.025
0.188,0.053,-0.005
0.13,-0.004,0.029
0.04,-0.05,-0.006
0.001,0.047,-0.008
-0.038,-0.001,-0.004
-0.15,0.009,0
0.023,0.004,-0.001
0.087,-0.026,0
0.005,-0.038,0
0.067,-0.067,0.017
-0.017,0.144,0.005
-0.019,0.128,-0.004
0.025,-0.039,0.007
0.033,0.041,0.014
0.06,-0.01,0.003
-0.052,-0.064,0.003
-0.036,-0.041,-0.006
0.027,-0.071,0.011
0.086,0.035,-0.016
0.078,0.011,-0.005
0.066,-0.092,-0.004
0.024,-0.025,-0.009
0.012,0.064,0.007
0.175,0.005,-0.001
0.197,0.051,0.01
-0.066,-0.09,0.013
-0.142,0.002,-0.014
-0.172,-0.042,-0.018
-0.181,0.031,-0.001
-0.093,0.06,0.005
-0.004,0.068,0.008
-0.049,-0.023,-0.003
0.056,-0.022,0.001
0.047,-0.029,0.014
0.135,-0.024,0.002
0.119,-0.045,0.004
-0.002,-0.006,0.008
0.09,-0.009,-0.002
-0.007,-0.025,0.007
0.008,-0.007,-0.015
0.001,0.049,0.001
-0.027,0.034,0.008
0.003,-0.026,-0.011
0.059,-0.001,-0.007
0.037,0.027,-0.015
0.014,-0.014,-0.004
0.023,0.024,0.006
0.017,0.04,-0.004
-0.037,-0.041,0.004
0.043,-0.077,0.003
0.157,-0.111,-0.009
0.019,0.098,0.009
-0.101,0.057,0
-0.003,0.056,-0.006
0.086,-0.074,-0.012
0.048,-0.072,-0.011
0.007,-0.025,0.003
-0.03,0.011,0.006
-0.1,0.049,-0.018
0.103,0.027,0.005
-0.005,-0.038,-0.012
-0.08,-0.007,0.014
-0.004,0.068,0.005
0.068,0.036,0.017
0.047,0.002,0.011
0.097,0.108,-0.002
0.037,0.029,0.012
0.024,-0.171,-0.005
0.041,-0.095,0.005
0.001,-0.031,0.022
-0.023,0.08,0.007
0.001,0.027,-0.002
0.046,0.051,-0.003
-0.008,0.044,-0.002
-0.005,-0.001,-0.002
0.095,-0.011,0.006
0.106,-0.09,-0.002
0.01,0.025,0.007
-0.023,0.007,0.014
-0.012,0.004,0.011
0.032,-0.011,0.012
0.08,-0.047,0.005
-0.04,0.148,0.008
0.065,0.129,0.002
0.044,-0.014,0.014
-0.022,-0.167,0.004
-0.131,0.035,0.016
-0.06,0.021,-0.001
0.006,0.075,0.015
0.043,-0.02,-0.016
0.021,-0.005,0.02
0.062,-0.032,0.015
0.142,0.001,0.007
0.085,-0.021,-0.009
0.107,-0.055,0.005
-0.003,-0.08,0.002
0.063,0.006,0.017
0.084,0.005,0.005
0.001,0.002,0.014
-0.288,0.037,0.005
-0.095,0.026,-0.001
0.051,0.005,0
0.142,0.165,0.022
0.256,0.04,0.005
-0.135,0.002,0.009
0.16,-0.016,-0.005
0.096,-0.041,-0.006
0.027,0.029,0.017
0.061,0.003,0.008
0.043,-0.061,-0.004
0.23,-0.025,0.003
0.102,-0.041,0.002
0.079,0.065,0.002
-0.119,0.091,0.001
-0.301,0.028,-0.012
-0.143,-0.09,0.007
0.017,0.057,0
0.032,0.061,0.022
0.012,0.148,0.006
-0.028,-0.07,0.005
0.069,-0.089,-0.005
0.108,-0.04,0.007
0.148,-0.056,0.006
0.016,0.014,-0.003
-0.049,0.104,0.006
0.003,0.048,-0.002
0.014,0.012,-0.01
0.142,-0.018,0.002
0.128,0.001,0.001
0.043,-0.196,-0.012
0.063,0.038,-0.008
-0.118,0.061,0.008
-0.144,0.052,0.017
0.033,0.049,0.006
0.062,-0.015,0.006
0.04,0.091,0.01
-0.039,-0.055,0.001
0.017,-0.054,0.022
0.163,0.031,0.006
0.134,0.023,-0.002
-0.056,0.039,0.002
-0.005,-0.016,0.002
-0.065,-0.017,0.009
-0.109,0.031,0.014
-0.167,0.039,-0.006
0.076,0.046,0.017
0.059,-0.18,-0.001
0.178,-0.247,-0.007
-0.005,0.067,0.002
-0.046,0.117,0.013
0.068,0.048,-0.005
-0.055,0.136,0.02
-0.045,0.002,0
-0.099,-0.025,0.038
0.038,0.025,0.051
0.101,0,0.017
0.012,-0.005,-0.006
-0.003,-0.009,-0.007
0.045,-0.001,0.011
0.015,0.002,0.01
0.015,-0.014,0.004
0.067,-0.008,-0.007
0.007,0.011,0.02
0.012,-0.04,0.02
0.039,0.028,-0.016
-0.007,0.003,0.017
0.049,0.031,-0.01
0.027,0.005,0
0.051,0.026,0.008
0.008,0.042,0.009
0.026,-0.044,0.008
-0.014,-0.018,-0.008
0.051,-0.014,0.01
0.089,-0.169,0.014
0.035,0.108,0.014
0.072,-0.015,0.016
-0.007,0.016,0.025
0.034,0.013,0.003
0.047,-0.145,-0.008
-0.068,-0.09,0.008
-0.069,-0.036,0.01
0.028,0.143,0.021
0.116,0.226,0.015
-0.004,0.033,-0.002
-0.097,-0.058,0.013
-0.013,-0.012,0.02
0.065,0.103,0.01
0.068,-0.049,0.015
0.042,0.054,0.017
0.064,-0.063,0.012
0.052,-0.008,0.007
-0.01,-0.005,0.01
-0.009,0.01,-0.006
-0.017,-0.034,0.01
0.086,-0.034,0.019
0.055,0.047,0.009
0.129,0.003,0.022
0.053,-0.059,0
-0.034,-0.172,0.02
-0.086,-0.018,0.014
-0.057,0.054,0.027
0.102,0.049,0.02
0.079,-0.012,0.017
0.074,0.011,0.009
-0.05,0.118,0.014
-0.015,0.101,0.012
-0.007,-0.047,-0.005
-0.077,-0.121,0.025
-0.11,0.005,0.012
0.11,0.031,0.007
0.134,0.071,0.028
-0.031,-0.018,0.021
0.03,-0.008,0.025
-0.061,-0.028,0
-0.048,-0.002,0.004
-0.005,-0.061,0.003
-0.011,-0.049,0.009
0.099,0.001,-0.015
0.053,0.047,0.025
0.145,0.178,0.01
-0.031,0.26,0.016
-0.08,-0.233,0.014
0.034,-0.102,-0.003
0.121,0.081,0
0.214,-0.017,0.014
-0.168,0.041,0.003
0.002,0.058,-0.003
-0.081,0.049,0.019
-0.024,0.07,0.008
0.023,-0.102,0.027
0.031,-0.065,0.027
0.111,-0.125,0.021
0,-0.05,0.021
0.022,0.025,0.02
-0.099,0.009,0.029
-0.112,-0.024,0.006
0.029,-0.031,0.025
0.111,0.002,0.009
0.146,-0.078,0.019
0.032,0.043,0.013
-0.013,0.095,0.011
-0.055,0.067,-0.004
-0.054,-0.017,0
0.049,-0.06,-0.017
0.025,-0.012,-0.009
-0.014,-0.02,-0.019
0.02,0.036,0.013
0.025,0.022,0.006
0.061,-0.02,0.002
0.204,-0.108,0.003
0.002,0.079,0.009
0.107,0.051,-0.007
0.026,0.039,0.004
-0.033,-0.06,-0.012
0.024,-0.099,0.013
-0.056,0.007,-0.03
-0.071,-0.002,0
-0.101,0.119,-0.004
-0.064,0.032,-0.005
0.028,0.043,-0.007
0.079,0.051,0.006
0.114,0.004,0.013
0.175,-0.028,0
0.05,0.022,-0.026
-0.066,-0.039,-0.02
-0.09,-0.089,-0.018
0.024,-0.171,-0.015
-0.136,-0.013,0.003
-0.024,-0.006,-0.003
-0.059,-0.023,0.018
-0.07,0.028,0.005
0.036,0.033,-0.012
0.129,0.097,-0.013
0.154,0.068,-0.007
0.091,0.011,0
0.054,-0.034,0.016
-0.093,0.017,0
0.014,0.014,-0.009
0.072,-0.101,-0.012
0.055,0.036,-0.012
0,-0.048,-0.021
-0.035,0.051,0.002
-0.116,0.1,-0.007
-0.061,0.021,-0.013
-0.062,-0.076,-0.01
0.133,-0.062,-0.005
0.253,-0.131,-0.019
0.187,-0.128,-0.006
0.088,-0.244,-0.023
-0.056,0.131,0.004
-0.186,0.235,-0.007
-0.181,0.105,-0.012
-0.079,-0.043,-0.013
-0.031,0.098,-0.001
-0.069,0.132,0.006
0.135,-0.037,0.028
0.201,-0.247,-0.004
0.014,-0.057,-0.022
0.179,0.083,-0.009
-0.143,-0.007,-0.009
-0.118,-0.079,-0.003
0.015,0.031,-0.003
-0.051,0.125,0
0.057,0.019,-0.007
0.005,-0.045,-0.012
0.048,-0.019,-0.007
0.075,-0.031,-0.006
0.06,0.01,-0.003
0.019,0.02,-0.01
0.057,-0.028,-0.005
0.044,-0.011,-0.005
0.051,0.026,-0.014
-0.029,-0.116,-0.015
-0.014,0.032,-0.014
-0.086,-0.015,-0.013
-0.002,-0.009,-0.004
0.05,-0.007,-0.024
-0.002,-0.063,-0.007
0.035,0.064,-0.018
0.048,-0.186,-0.009
0.119,-0.089,0.006
0.03,0.189,-0.011
-0.03,0.013,-0.004
-0.036,0.034,-0.012
0.101,0.022,0.001
-0.146,-0.145,-0.001
-0.214,-0.071,-0.012
-0.184,-0.015,-0.024
0.173,-0.018,-0.013
0.227,-0.036,-0.016
0.133,0.161,0
0.051,-0.032,-0.022
-0.002,0.139,-0.007
0,-0.032,-0.003
-0.064,-0.096,-0.007
0.025,-0.021,0.012
0.019,-0.063,-0.028
0.125,0.081,-0.036
-0.034,0.104,-0.001
-0.045,-0.137,0.002
0.024,0.063,-0.022
-0.001,-0.196,-0.006
0.031,-0.073,0.002
-0.07,0.049,-0.008
0.013,0.047,-0.008
-0.023,-0.026,-0.007
-0.002,-0.029,-0.003
0.016,0.012,-0.008
-0.06,0.058,-0.005
0.04,0.021,-0.002
0.041,-0.056,-0.019
0.074,-0.066,-0.027
0.057,-0.019,-0.022
0.125,0.11,-0.007
0.059,-0.044,-0.009
0.036,-0.16,-0.01
-0.045,0.031,0.004
-0.094,0.032,-0.016
0.028,0.061,-0.019
-0.032,-0.018,-0.012
-0.086,-0.065,-0.016
0.044,-0.037,-0.005
0.097,0.043,0.004
0.07,0.005,0.014
0.008,0.027,0.003
-0.081,-0.138,-0.005
0.052,0.039,-0.007
0.099,0.063,-0.002
0.044,-0.038,0.008
-0.007,-0.085,-0.001
-0.063,-0.014,-0.016
-0.111,0.043,-0.012
0.062,0.007,0.001
-0.015,-0.188,-0.015
-0.032,0.022,0.011
0.087,-0.086,0.011
0.158,0.024,-0.009
0.08,0.07,-0.002
0.024,0.029,-0.01
-0.023,0.058,-0.007
-0.006,0.063,-0.018
-0.224,0.027,-0.012
-0.158,-0.04,0.014
0.03,-0.049,-0.008
0.158,-0.095,0
0.162,0.056,-0.003
0.003,0.009,0.002
0.034,-0.123,-0.013
0,0.141,0.006
-0.041,0.128,-0.012
0.056,-0.052,-0.017
-0.088,-0.049,0.009
0.033,-0.054,-0.01
0.104,0.002,-0.001
0.051,-0.002,0.005
0.063,0.035,0.001
-0.031,-0.003,0.01
0.034,-0.032,-0.004
0.054,0.013,-0.001
-0.011,-0.034,-0.01
0.003,-0.022,-0.02
0.023,-0.004,-0.032
0.005,-0.039,-0.008
0.042,-0.013,0.016
0.054,-0.049,-0.005
0.002,-0.005,0
0.029,0.024,-0.001
0.025,0.042,0.016
0.046,0.005,0.011
-0.03,-0.037,0.007
0.063,-0.107,-0.018
0.016,0.021,0.005
0.046,-0.031,0.013
-0.061,0.013,0.003
-0.004,-0.051,0.019
0.069,0.072,0.013
0.031,-0.01,-0.006
0.033,-0.048,-0.025
-0.036,-0.002,0.013
0.044,-0.054,0.018
0.085,0.081,-0.012
-0.004,-0.014,0.037
0.037,-0.037,0.009
0.032,-0.005,-0.003
0.025,0.008,-0.013
0.008,0.024,-0.014
-0.035,-0.035,-0.006
0.016,0.011,0.001
0.014,0,-0.045
0.043,0.016,-0.044
-0.07,-0.009,-0.013
0.123,-0.033,-0.016
0.019,0.02,-0.006
0.055,0.01,0.002
0.045,0.002,0.001
0.009,-0.007,0.019
0.005,0.001,0.011
0.015,-0.032,0.006
0.017,0.001,0.003
0.024,-0.023,-0.009
0.012,-0.038,-0.002
0.022,0.019,0.018
0.028,0.001,0.011
-0.022,0.027,0.013
-0.015,0.004,-0.004
0.002,-0.005,-0.021
-0.007,0.021,-0.013
0.018,0.023,-0.006
0.008,-0.032,0.01
-0.033,-0.028,0.006
-0.018,-0.003,-0.019
-0.017,0.014,-0.003
0.008,-0.013,-0.001
0.01,-0.066,-0.002
-0.044,-0.008,0.005
-0.017,-0.029,0.006
-0.023,-0.033,-0.022
-0.095,-0.004,-0.031
-0.074,-0.015,0
-0.022,0.021,0.023
-0.005,-0.007,0.027
-0.029,-0.012,0.004
0.001,-0.016,0.004
0.006,-0.006,0.006
-0.002,0.022,0.012
-0.047,-0.054,0.014
-0.006,-0.014,-0.001
-0.003,0.022,-0.009
-0.008,-0.014,0.005
-0.018,0.003,0
0.014,-0.026,0.002
-0.003,0.012,0.002
0.009,0.043,-0.002
0.03,0.003,0.012
0.005,-0.027,-0.014
-0.018,-0.031,0.001
0.034,-0.004,0.034
0,-0.008,0.002
0.018,-0.033,0.044
-0.015,-0.013,0.022
-0.018,0.012,0.031
0.004,-0.023,0.014
0.053,-0.015,0.007
0.06,-0.035,0.01
0.052,0.053,-0.006
0.043,0.02,-0.017
0.039,-0.006,0.007
0.041,-0.04,0.023
0.052,0.009,0.028
0.061,-0.024,0.035
0.031,-0.024,-0.004
0.046,0.025,0.024
0.057,0.009,0.026
0.022,-0.034,-0.015
0.025,-0.048,-0.009
0.017,-0.005,-0.013
0.059,0.014,0.022
0.031,-0.006,0.016
0.012,0.05,0.015
0.038,0,0.003
0.063,-0.041,-0.003
0.065,0.009,0.002
0.058,-0.012,-0.001
0.013,-0.034,0.006
0.051,-0.044,-0.008
0.051,0.003,-0.016
0.05,0.026,-0.019
0.037,-0.022,0.008
0.027,-0.011,-0.013
0.012,-0.019,-0.041
-0.014,-0.026,-0.01
0.012,0.054,0.011
0.023,-0.02,0.009
0.052,-0.044,0.009
0.026,-0.008,0.011
0.036,0.038,-0.007
0.029,0.035,0.005
0.063,-0.034,-0.005
0.016,-0.026,-0.028
0.06,0.022,-0.016
0.03,0.016,-0.025
0.032,0.015,-0.025
0.046,0.027,-0.012
0.046,0.031,-0.014
0.015,-0.057,-0.027
0.039,-0.026,0.007
0.022,-0.04,0.002
0.007,-0.031,0.001
0.041,-0.015,-0.006
0.025,-0.022,-0.014
0.013,0.035,-0.006
0.031,-0.012,0.009
0.031,0.006,-0.002
0.033,0.013,-0.022
0.045,0.017,-0.038
0.023,0.025,-0.021
0.013,0.044,-0.028
0.013,0.022,-0.018
-0.004,-0.03,-0.023
0.006,-0.019,0.002
-0.012,-0.028,-0.016
0.038,-0.063,-0.028
0.007,-0.043,-0.027
0.023,0.015,-0.021
0.011,0.005,-0.006
0.007,-0.029,0.015
0.04,0.027,-0.007
0,0.024,-0.021
-0.027,-0.007,-0.005
-0.01,0.007,-0.024
0.01,0.015,-0.02
0.025,-0.016,0.01
0.07,-0.022,-0.025
0.021,-0.014,-0.015
-0.009,-0.007,-0.001
0.027,0.014,-0.027
0.017,-0.042,-0.019
-0.009,-0.008,-0.009
-0.002,0.004,-0.005
0.02,0.018,-0.011
-0.022,-0.043,-0.005
-0.007,-0.025,-0.011
-0.025,0.012,-0.013
0.023,0.022,-0.012
-0.018,0.014,0.011
-0.019,-0.009,-0.006
-0.014,0.009,-0.022
0.008,-0.013,-0.014
-0.003,-0.034,0.008
-0.033,-0.006,0.009
-0.004,0.013,0.004
-0.019,-0.003,-0.011
-0.016,-0.001,-0.003
-0.005,-0.051,0.004
0.01,-0.031,-0.013
-0.029,0.004,-0.017
-0.004,0.022,-0.018
-0.024,0.012,-0.022
0.004,0.025,-0.021
0.018,0.021,-0.045
0.006,-0.024,-0.013
0.027,-0.006,-0.005
0.004,-0.038,-0.005
0.02,0.008,-0.008
0.051,-0.018,0.004
0.035,-0.016,-0.007
0.022,0.013,0.009
0.017,0.049,0.019
-0.002,-0.026,-0.016
-0.041,-0.006,-0.008
0.006,-0.009,-0.015
-0.019,-0.002,0.015
0.029,-0.031,-0.007
0.007,-0.027,-0.02
0.03,-0.022,0.002
-0.013,-0.005,0.007
0.002,-0.02,0.005
-0.004,-0.009,-0.008
0.007,0.02,0.007
-0.001,0.006,-0.01
-0.042,-0.016,0.004
0.01,-0.005,-0.011
0.056,0.007,-0.015
0.066,0.025,-0.003
0.068,-0.004,0
-0.007,0.021,-0.014
0.023,-0.037,-0.016
0.031,-0.013,-0.007
0.038,-0.023,0
0.043,0.039,-0.003
0.014,-0.003,-0.028
0.037,0.016,-0.017
0.019,-0.037,0.005
0.044,-0.041,0.006
0.049,-0.01,0.019
0.046,-0.027,-0.001
0.055,-0.022,0.006
0.089,-0.017,0.007
0.027,-0.008,0.001
0.025,-0.002,0.01
0.045,0.018,-0.017
0.038,0.026,-0.017
0.058,0.007,0.005
0.046,-0.007,-0.018
-0.008,-0.039,0.006
-0.006,-0.003,-0.023
0.019,-0.007,-0.009
0.019,-0.003,-0.02
-0.007,0.011,-0.019
0.015,-0.014,-0.01
0.005,0.018,-0.007
0.018,0.028,0.001
0.005,-0.021,-0.017
0.008,-0.017,-0.007
0.009,0.028,-0.012
-0.005,-0.019,0.01
0.059,-0.003,-0.001
0,-0.004,-0.004
0.002,-0.02,-0.017
-0.011,-0.012,-0.005
-0.045,0.026,-0.001
0.066,-0.026,-0.021
0.059,0.017,-0.009
0.017,-0.01,-0.004
0.03,-0.016,0.001
0.022,0.003,0.004
0.007,0.029,-0.002
0.014,-0.01,-0.009
0.023,0.01,-0.006
0.007,0.021,-0.004
0.014,0.004,-0.001
0.001,-0.029,-0.005
0.005,0,-0.005
0.013,-0.035,-0.015
-0.011,-0.013,-0.006
0.007,-0.014,-0.001
0,0,0.011
-0.002,-0.009,0.013
-0.025,0.022,0.015
-0.029,-0.004,0.002
-0.023,-0.015,-0.013
0,-0.015,-0.018
-0.019,0.018,-0.009
-0.054,-0.018,-0.018
-0.059,0.01,0
-0.031,-0.035,0.019
0.057,0.006,0.006
-0.043,-0.006,-0.007
-0.045,0.004,0.002
-0.028,-0.013,-0.007
-0.014,0.009,-0.002
0.004,0.033,-0.008
-0.026,0.019,0.004
-0.039,0.017,-0.001
0.002,0.008,-0.006
-0.002,0.004,-0.017
0.001,0.017,-0.018
0.023,-0.037,-0.021
-0.017,0.027,0.013
0.014,-0.007,0.009
0,-0.018,0.011
0.013,0.01,0.003
0.009,-0.021,-0.018
0.002,0.003,0.006
-0.002,-0.008,0.024
0.021,-0.008,0.013
0.011,-0.027,-0.019
-0.019,0.016,-0.002
0.008,-0.005,-0.009
0.002,0.002,0.002
0.011,-0.003,-0.009
0.02,-0.021,-0.007
-0.009,-0.018,-0.019
0.002,0.007,0.012
0.009,0.011,0.008
-0.001,0.013,0.001
0.001,0.007,-0.012
0.005,-0.009,0.001
0.025,-0.003,-0.014
0.021,-0.016,-0.005
0.028,-0.005,-0.004
0.017,-0.024,-0.003
-0.022,0.008,-0.009
0.046,0.005,0.001
-0.009,0.006,0.007
0.052,0.006,0.004
0.041,-0.029,-0.005
0.011,-0.048,0.002
0.02,-0.017,0.002
0.018,-0.017,0.015
0.011,0.005,-0.009
0.003,0.027,-0.01
-0.001,0.005,-0.016
0.01,0.019,0.004
0.01,0.023,-0.007
-0.01,-0.007,-0.014
0.024,-0.012,-0.012
0.035,-0.023,0.013
0.022,-0.002,0.007
0.027,0.01,0.018
0.009,-0.014,0.006
0.038,-0.051,0.002
0.006,-0.013,-0.015
0.021,-0.025,0.001
0.024,-0.002,0.001
0.006,-0.011,-0.004
0.014,-0.018,-0.01
0.011,0.001,0.009
0.016,0.04,-0.001
0.004,-0.009,-0.016
0.002,-0.05,-0.011
-0.012,0.022,-0.011
0.028,-0.044,-0.006
0.009,-0.006,0.013
0.027,-0.015,0.011
0.012,0.007,-0.01
0.022,0.034,-0.011
0.013,-0.001,-0.014
0.007,-0.052,-0.003
0.006,-0.021,-0.021
0.048,-0.022,-0.018
0.021,-0.016,0.001
0.026,0.006,-0.014
0.052,0.029,-0.009
0.02,0.007,-0.024
0.056,0.023,-0.002
0.015,0.007,0.006
0.026,-0.004,0.004
0.029,-0.026,-0.009
0.033,-0.033,-0.007
0.024,-0.014,-0.005
0.043,-0.012,-0.015
0.013,-0.03,-0.006
0.015,-0.004,-0.002
0.043,0.035,-0.019
0.029,-0.001,-0.003
-0.023,-0.014,-0.022
0.007,-0.002,-0.004
0.001,-0.009,-0.001
0.003,0.031,0.011
0.027,-0.013,-0.011
0.026,0.017,0.012
0.025,-0.029,-0.009
0.035,-0.016,0.001
0.019,0.017,-0.003
0.006,-0.02,0.015
0.044,-0.04,0.011
0.04,0.016,-0.002
0.013,0.011,0.018
0.008,0.02,0.012
0.047,0.026,0.002
0.038,-0.017,0.009
0.037,-0.007,-0.015
0.011,-0.027,-0.022
0.039,0.01,-0.001
0.045,-0.016,-0.016
0.02,0.021,-0.002
0.038,-0.022,-0.003
0.007,-0.006,0.001
0.024,-0.013,-0.016
0.019,-0.059,-0.01
0.029,-0.041,-0.004
0.044,0.019,0.004
0.029,0.006,-0.026
0.023,0.032,0.002
0.019,0.005,0.009
0.028,-0.004,-0.013
0.012,-0.006,0.001
0.028,-0.022,0.018
0.016,0.001,0.011
0.019,-0.041,0
0.013,-0.02,0.01
-0.001,-0.014,-0.001
0.004,-0.002,0.013
0.006,-0.006,0.001
0.006,0.011,0.002
0.025,0.008,-0.012
0,-0.025,-0.011
0.07,-0.049,0.004
0.023,0.038,0.012
0.009,0.014,0.005
0.008,0.01,0.014
0.045,0.006,-0.005
0.012,0.002,0.027
0.009,-0.01,0.003
0.011,-0.017,0.011
0.038,-0.002,-0.01
0.049,-0.018,0.011
0.027,0.001,-0.01
0.031,0.008,-0.01
0.013,-0.007,0.005
0.033,-0.01,0.008
0.017,0.011,-0.01
-0.005,0.019,-0.014
0.037,0.02,0.007
0.04,-0.012,-0.012
0.018,-0.002,-0.007
0.022,-0.01,0.007
0.019,0,0.023
0.014,-0.002,-0.006
0.002,0.008,0.002
0.004,0.026,-0.016
0.009,-0.024,-0.016
0.022,0.011,-0.011
0.025,-0.011,0
0.029,-0.022,0.005
0.026,-0.005,0.008
0.005,0.02,-0.003
0.032,0.032,0.01
0.04,-0.002,0.004
0.023,-0.007,-0.002
0.015,0.013,-0.003
0.006,-0.008,-0.005
0.003,-0.038,-0.006
0.031,0.005,-0.013
0.022,-0.017,-0.006
0.023,0.003,0.019
0.006,-0.033,-0.003
0.027,-0.005,0.013
0.02,0.021,-0.001
0.006,0.023,0.003
0.011,0.005,0.004
0.024,0.019,0.011
0.05,-0.024,-0.009
0.038,-0.017,-0.004
0.006,-0.013,-0.012
0.03,-0.038,0.009
0.004,-0.027,0.002
0.038,-0.024,-0.002
0.012,-0.021,-0.01
0.022,-0.001,0.005
-0.005,0.037,0.004
0.014,-0.004,0.006
0.002,-0.001,0
-0.007,-0.041,0.002
0.033,0.021,-0.008
0.02,-0.018,0
0.013,-0.002,0.002
0.029,-0.022,0.014
0.015,0,-0.002
0.022,0.007,-0.009
-0.004,0.01,0.003
-0.015,-0.044,-0.014
0.001,-0.013,0.022
0.016,-0.011,0.008
0.057,0.002,-0.021
0.022,0.032,0.001
0.022,-0.028,0.007
0.006,-0.037,0.008
0.005,-0.002,0.004
0.037,0.012,-0.003
0.029,-0.013,0.008
0.008,0.002,0.018
0.013,0.011,0.003
0.002,-0.011,-0.004
0.015,0.016,0
-0.016,0.02,0.004
0.014,0.012,0.016
-0.009,0,-0.004
-0.001,-0.016,0.004
0.03,-0.004,0.001
0.065,-0.009,-0.001
0.029,0.034,0.003
0.01,0.006,0.001
-0.002,0.035,-0.009
0.023,-0.002,-0.01
0.02,-0.011,-0.004
0.01,0.003,0.009
0.005,-0.022,0.003
0.017,-0.027,-0.018
0.03,-0.022,-0.018
-0.005,-0.018,0.012
-0.014,0,0.007
-0.008,-0.018,0.009
0.012,-0.008,0.003
0.015,0.018,0.005
0.039,0.008,0.012
0.025,-0.02,-0.006
0.021,-0.009,-0.011
0.014,0.003,-0.007
0.011,-0.018,-0.015
0.02,0.017,0.003
0.004,0.023,0.024
0.032,0.005,0.002
0.037,-0.021,0.029
0.025,-0.013,0.004
-0.016,-0.014,0.004
0.003,-0.036,0.005
-0.017,0.002,0.016
0.019,0.002,0.003
0.004,-0.006,0.001
0.017,-0.001,-0.011
0.002,-0.03,0.004
0.04,0.026,-0.009
0.002,0.002,0.016
0.005,0.008,-0.004
0.049,-0.001,-0.002
0,-0.003,0
0.04,0.014,-0.009
0.036,-0.02,-0.001
0.005,-0.002,0.01
0.012,0.018,0.006
-0.024,0.007,0.004
0.003,-0.005,-0.011
0.024,-0.012,-0.001
0.03,-0.013,-0.009
-0.009,0.023,0.008
0.002,0.003,-0.01
0.025,-0.001,-0.003
0.008,-0.005,0.017
0.056,0.011,-0.012
-0.011,-0.004,0.022
0.024,0.007,0.005
0.006,-0.02,0.014
0.04,0.023,-0.006
0.007,-0.011,-0.009
0.027,-0.005,-0.003
0.005,-0.042,0
0.017,0.005,-0.011
0.025,0.017,-0.01
-0.002,0.013,-0.015
0.029,0.001,0.017
0.031,0.022,0.009
0.028,-0.016,0.002
0.045,-0.025,-0.003
0.001,0.012,-0.005
0.035,0,0.001
-0.001,-0.001,0.013
-0.001,-0.021,0.011
0.016,0.02,0.017
0.026,-0.008,-0.01
0.04,0.024,0.003
0.007,0.007,0.016
-0.002,-0.002,0.013
0.007,-0.003,0.002
0.021,0.009,0.008
0.012,0.008,0.003
0.018,0.02,0.015
0.019,0.01,-0.007
0.021,0.003,-0.001
0.016,-0.018,-0.008
0.018,-0.036,0.004
0.018,0.012,0.011
0.035,0.011,0.001
0.023,0.004,0.015
0.018,-0.003,-0.009
0.042,-0.02,-0.005
