DIA 0,DIA 5,DIA 15,DIA 20,DIA 30
0.0096,0.014,-0.037,0.1288,-0.8805
0.027,0.054,0.125,0.105,-1.1325
0.0189,0.022,0.232,0.294,0.5505
0.0069,-0.038,0.248,0.2688,1.0965
0.0132,-0.006,0.223,0.2324,0.921
-0.0081,0.11,0.154,0.0658,0.8355
-0.015,0.11,0.116,0.0098,0.1245
-0.0003,-0.013,0.119,0,-1.2795
-0.0096,-0.09,0.1,-0.238,-1.296
-0.0102,-0.06,0.036,-0.0784,-0.2925
0.0036,0.045,-0.011,0.161,-0.234
0.0126,0.093,-0.049,0.0812,0.741
0.0198,0.083,-0.039,-0.2226,2.0475
-0.0222,-0.027,0.089,-0.5642,-0.309
-0.0375,-0.092,0.323,-0.8022,-0.789
-0.0366,-0.005,0.522,-0.4018,0.18
-0.0282,-0.036,0.453,0,1.9995
-0.0075,-0.045,0.327,0.1092,-0.0825
-0.0021,-0.013,0.152,-0.0602,-0.975
0.0336,-0.018,-0.155,0.5978,-0.8835
0.0288,0.009,-0.406,0.7546,-0.9555
0.0423,0.017,-0.473,-0.0672,-1.0875
-0.0093,0.044,-0.484,0.2492,-0.7155
-0.0306,0.013,-0.389,0.3598,0.2355
-0.0108,-0.025,-0.328,0.4298,0.303
-0.0222,-0.02,-0.241,0.077,0.486
-0.0201,0.015,0.015,-0.4032,-0.39
-0.0159,0.035,0.139,-0.5586,-0.657
0.0171,0.087,0.145,-0.8428,-0.3705
0.0354,0.089,0.115,-0.693,0.0855
0.0192,0.058,0.112,-0.238,1.197
-0.0009,-0.028,0.105,0.6118,1.8645
0.0048,-0.064,0.013,1.3076,0.783
-0.0015,-0.056,0.024,0.7448,-0.543
-0.051,0.017,-0.082,-0.3682,-0.6465
-0.0117,0.028,-0.074,-0.2772,-0.798
0.0198,0.018,0.029,-0.4102,0.606
0.0045,0.033,0.079,-0.7,1.0305
0.0075,0.027,0.086,-0.7084,-0.7155
0.0267,0.011,0.072,-0.5012,-0.7845
0.0147,-0.019,0.21,-0.3584,-0.2535
-0.0024,-0.038,0.132,0.0812,-1.2885
0.0087,-0.04,0.141,0.4774,-1.2015
0.0072,0.009,0.037,0.8036,0.7125
0.0168,0.079,-0.063,1.3524,3.444
0.0027,0.052,-0.088,1.4952,2.7465
-0.0261,0.05,-0.124,1.2796,0.9315
-0.0321,0.14,-0.065,0.9968,1.8735
-0.0303,0.092,-0.009,-0.4998,0.981
0.0138,0.009,0.057,-1.1494,-0.9705
0.0114,-0.067,0.123,-0.7378,-1.38
-0.0438,-0.094,0.159,-0.903,-3.6195
-0.0309,-0.101,0.277,-0.406,-3.945
-0.0078,-0.035,0.447,-0.2044,-3.639
0.0408,-0.038,0.303,0.0812,-2.163
0.0336,-0.003,0.291,-0.3794,-1.2945
-0.0108,0.082,0.24,-0.098,-0.546
-0.03,0.05,0.021,0.147,0.5145
-0.009,0.014,-0.113,0.2548,1.761
-0.0159,0.032,-0.216,0.4088,4.224
-0.0264,0.07,-0.334,0.6594,3.705
-0.0333,0.062,-0.363,0.4774,1.3515
-0.0192,0.088,-0.393,0.392,0.963
0.0111,0.06,-0.376,0.0028,1.6035
0.042,-0.032,-0.312,-0.1344,-0.402
0.0468,-0.101,-0.244,-0.5012,-0.6555
-0.0009,-0.101,-0.169,-0.9002,-0.654
-0.0153,-0.035,-0.152,-1.1914,0.276
-0.0321,0.055,-0.102,-0.6958,0.2145
-0.0273,0.044,0.025,0.2086,0.0855
-0.0099,-0.012,0.067,0.5306,0.045
0.0012,-0.01,0.119,-0.1834,-1.914
0.0183,0.026,0.185,-0.4816,-1.6365
0.0078,0.012,0.187,0.098,-1.161
-0.0114,-0.046,0.209,0.854,-0.5835
0.0138,-0.063,0.235,0.672,0.489
0.0396,0.032,0.293,0.231,1.125
0.0216,0.009,0.281,0.091,0.3885
-0.0072,-0.006,0.277,0.448,-0.765
0.0084,-0.044,0.191,0.7826,-0.66
-0.0156,0.016,0.092,0.6034,-0.3855
-0.0528,0.042,0.132,0.1232,0.222
-0.0114,0.012,0.07,-0.6062,0.4545
0.0015,-0.011,0.04,-0.6608,1.7565
-0.0144,0.054,-0.005,-0.4676,3.3315
-0.0012,0.033,-0.005,-0.91,0.6435
0.0126,0.009,-0.103,-1.3664,-2.2815
0.0282,0.057,-0.193,-0.0378,-2.2635
0.021,0.059,-0.27,0.4746,-1.479
0.0183,0.023,-0.351,0.4452,-0.135
0.003,0.03,-0.244,0.8806,0.6885
0.0066,0.043,-0.013,1.015,1.0275
-0.0084,0.004,0.148,0.6314,0.8085
-0.0195,0.002,0.107,0.119,0.3465
-0.0549,0.004,0.119,-0.315,0.363
-0.0207,-0.023,0.004,-0.6972,0.33
0.0231,-0.013,-0.156,-0.5712,0.0375
0.0159,0.008,-0.251,-0.3486,-0.5955
0.0009,0.014,-0.169,-0.112,-0.144
-0.0147,0.051,-0.122,-0.0434,1.2615
-0.027,0.028,-0.081,0.168,0.3495
-0.0078,-0.007,0.056,0.1946,-1.9635
-0.009,0,0.096,0.2352,-1.5285
-0.0039,0,0.123,0.231,-0.312
0.0072,0.016,0.157,-0.0028,0.087
0.0279,0.075,0.153,0.322,-0.3195
0.0264,0.084,0.278,1.148,0.2385
0.0072,0.031,0.356,1.1354,-0.429
0.03,0.027,0.3,1.0514,-0.957
0.0075,0.068,0.19,1.414,-0.618
-0.0615,0.075,0.097,0.1834,0.063
-0.0615,-0.023,0.087,-0.5768,1.4175
-0.0126,-0.04,-0.015,-1.0458,1.1055
0.0102,-0.023,-0.039,-0.9226,1.0185
0.0159,-0.056,-0.227,-0.5558,-0.681
0.0063,-0.036,-0.317,-0.2296,2.1045
-0.0057,0.007,-0.34,-0.9632,2.997
-0.0048,-0.002,-0.279,-1.2894,0.21
-0.0045,-0.023,-0.142,-0.7364,-0.234
0.0162,-0.022,-0.043,-0.6888,-1.4115
0.0255,-0.037,0.028,-0.434,-0.255
0.0075,-0.061,0.039,-0.4844,-0.093
-0.0108,-0.035,0.056,-0.4382,-0.348
-0.0174,-0.053,0.023,-0.2478,-0.672
-0.0033,0.092,0.045,-0.1974,-1.419
0.0093,0.125,0.191,0.0448,-0.6345
0.0219,0.102,0.415,0.7434,-1.8075
0.0186,0.065,0.335,0.0448,-1.575
-0.0195,0.043,0.257,-0.0056,-0.1755
-0.0759,0.051,0.079,0.4606,0.4275
-0.0366,0.005,-0.026,0.742,1.3515
0.0177,-0.015,-0.125,0.2968,1.818
0.0309,0.006,-0.197,0.2828,2.1045
0.0054,0.047,-0.261,0.3164,0.762
-0.0057,0.089,-0.296,0.1568,0.3915
-0.0066,0.037,-0.271,-0.0042,-0.0615
-0.0033,-0.055,-0.131,0.0434,-0.318
-0.0111,-0.134,0.016,-0.4228,0.858
-0.0162,-0.145,0.027,-0.238,0.0075
-0.009,-0.092,0.066,0.056,-0.42
-0.0168,-0.052,0.038,0.0196,-0.936
-0.0174,0.079,0.137,0.518,-0.9735
-0.018,0.095,0.071,0.5768,-0.4065
0.0132,0.09,0.208,0.3094,1.338
0.0375,0.141,0.226,0.3654,0.009
0.0372,0.161,0.217,0.4396,-1.3755
0.0357,0.088,0.142,0.5138,-0.8145
-0.0075,-0.02,0.141,0.3178,-0.408
-0.0216,-0.099,0.07,-0.0588,-0.4875
-0.0174,-0.064,-0.055,-0.6188,-0.6795
-0.0255,0,-0.155,-0.903,-0.3885
-0.0291,0.021,-0.103,-0.5768,-0.0195
-0.0147,0.029,-0.185,-0.0868,0.6675
0.0117,-0.023,-0.31,0.6538,1.3035
0.0177,-0.032,-0.18,0.6678,0.768
-0.0045,0.038,0.003,0.7154,-0.429
-0.0138,0.06,0.213,0.3248,-0.3765
-0.0075,0.053,0.244,-1.442,-0.621
0.0033,-0.006,0.264,-0.1344,-0.2895
0.0024,-0.062,0.179,-0.0154,1.5615
0.0048,-0.05,0.093,-0.0966,1.392
0.0114,-0.098,0.032,0.2324,1.2045
0.0189,-0.08,-0.019,0.826,0.5685
-0.0135,-0.017,-0.036,0.553,-0.3195
-0.0474,0.031,-0.09,0.7238,-1.1445
-0.0549,0.072,0.005,1.4994,-0.7755
-0.0492,0.047,0.091,0.9562,-0.3285
-0.0285,0.033,0.121,0.2576,-0.753
-0.015,0.09,-0.055,-0.6104,-0.3975
0.0288,0.093,-0.203,-0.868,1.2315
0.0339,0.085,-0.121,-1.2306,2.046
0.0213,0.004,-0.296,-1.2558,0.8325
-0.0045,-0.018,-0.102,-1.2656,-1.062
0.0015,-0.034,0.101,-0.6608,-1.308
0.0228,0.03,0.165,-0.2772,-0.351
0.0153,0.057,0.186,-0.315,0.156
-0.0081,0.023,0.22,0.0168,0.591
-0.0333,-0.009,0.152,-0.1946,0.444
-0.0273,-0.05,0.036,0.21,0.243
-0.006,-0.02,-0.173,0.3416,-1.011
0,0.01,-0.362,0.4466,-0.63
0.0144,0.011,-0.361,0.0756,-1.3515
0.0159,-0.053,-0.188,-0.0126,-0.198
0.012,-0.068,-0.016,0.0854,1.26
0.0354,-0.052,0.053,-0.0784,0.564
0.0399,-0.045,-0.006,-0.329,-0.5505
0.0069,0.023,-0.027,-0.3682,-0.024
-0.0267,0.019,0.081,0.014,0.24
-0.03,0.007,0.066,-0.0112,0.6795
-0.0087,0.013,0.095,0.2324,2.202
0.006,0.046,0.128,0.5166,2.985
0.0021,0.097,0.294,0.6412,-0.231
-0.0141,0.108,0.482,0.455,-1.9125
-0.0144,0.089,0.442,-0.0574,-3.4695
-0.0054,0.025,0.351,0.742,-2.562
-0.0006,0.001,0.241,0.9142,-0.603
-0.0282,-0.002,0.138,0.4354,0.081
-0.0096,0.045,-0.07,-0.1456,0.0435
0.0033,0.042,-0.018,0.497,0.7665
-0.0015,0.064,-0.109,-0.2282,0.4725
-0.0027,-0.002,-0.247,-0.3346,0.1665
-0.0003,-0.043,-0.304,-0.217,0.429
-0.0039,-0.092,-0.28,-0.3752,0.84
-0.0087,-0.021,-0.206,0.0014,1.377
-0.0351,0.09,-0.124,-0.4858,1.3185
-0.0045,0.083,-0.151,-0.7504,-0.876
0.0006,0.061,-0.058,-0.6888,0.282
0.0204,0.036,-0.144,-0.2492,0.405
0.0342,0.028,-0.1,0.5292,-1.314
0.0336,-0.049,-0.04,0.2562,-0.639
0.0069,-0.069,-0.039,-0.1246,-0.351
0.0012,-0.09,-0.058,-0.0308,0.3465
0.0072,-0.057,-0.049,-0.3542,0.207
-0.0075,-0.045,0.037,-0.4312,0.903
-0.0387,0.038,0.064,0.105,0.6255
-0.0549,0.085,0.044,0.525,0.3855
-0.0315,0.093,-0.097,0.448,-1.416
-0.0234,0.051,-0.112,0.3276,-1.7175
-0.015,0.016,-0.049,0.1386,-0.018
0.0153,0.074,0.059,0.5054,0.5295
0.0435,0.109,0.125,0.4592,0.4485
0.0435,0.069,0.225,0.5768,0.3
0.0015,0.05,0.224,0.8148,-0.291
-0.0237,-0.053,0.089,0.119,-1.6065
-0.0228,-0.03,0.03,-1.813,-0.813
-0.0294,0.021,-0.03,-0.9142,1.6455
-0.0282,0.02,-0.042,0.203,1.5075
-0.0177,0.057,0.102,0.5348,0.8835
0.0018,0.039,0.049,0.3808,0.411
-0.009,0.067,0.052,-0.2688,-0.327
-0.0225,0.009,0.098,-0.7168,-1.764
-0.003,-0.07,0.193,-0.8722,-1.4745
0.0273,-0.033,0.223,-0.5068,0.1875
0.0129,0.034,0.232,-0.1064,0.939
-0.0048,0.058,0.22,0.1582,1.671
0.0021,0.023,0.158,0.4998,2.5605
0.0021,0.043,0.11,0.7504,0.726
0.003,-0.022,0.052,0.6986,-0.558
0.0201,-0.053,0.003,0.5362,-1.2195
0.0369,-0.062,-0.04,0.4914,-1.716
0.0177,-0.041,-0.109,-0.063,-1.2195
-0.0621,-0.027,-0.179,-0.1806,0.249
-0.036,0.03,-0.33,-0.938,0.615
-0.0057,0.031,-0.384,-0.4774,0.756
0.0336,0.006,-0.267,-0.252,0.6555
0.033,-0.053,-0.15,-0.063,0.6135
0.0213,-0.038,-0.004,-0.3584,0.5445
-0.0225,0.054,0.009,-0.9002,-0.198
-0.0591,0.129,0.012,-0.1946,-0.21
-0.0408,0.056,0.006,0.2884,-0.72
-0.0105,-0.01,0.042,0.2646,-2.1195
0.0171,0.004,0.155,0.2184,-1.362
0.0165,0.013,0.102,0.3934,-0.228
0.0177,0.038,0.1,0.3136,0.486
0.0255,-0.004,0.225,-0.0406,1.617
0.0087,-0.009,0.403,-0.1708,2.2755
-0.0114,-0.024,0.446,-0.1708,-0.1905
-0.0324,0.013,0.399,-0.0266,-0.9945
-0.0354,0.011,0.3,0.1498,-1.1775
-0.0285,0.044,0.045,0.1918,0.645
-0.0336,0.008,-0.117,0.413,0.1545
-0.0348,-0.031,-0.332,1.6212,-0.654
-0.0105,-0.026,-0.365,2.0314,-1.629
0.0219,-0.001,-0.272,0.9338,-0.6705
0.0402,0.015,-0.183,0.1372,-0.159
0.0429,0.052,-0.218,-0.679,0.108
0.0267,0.067,-0.185,-1.3258,0.2145
-0.0336,0.053,-0.218,-1.7038,0.318
-0.0378,-0.007,-0.135,-1.4,-0.5205
0.0141,-0.011,-0.069,-0.8442,-1.5525
0.0414,-0.026,-0.058,-0.4144,0.573
0.0213,0.03,0.046,-0.0658,3.393
0.0057,0.083,0.202,-0.1008,2.247
-0.03,0.036,0.422,0.077,0.6975
-0.0315,0.013,0.469,0.4088,-0.36
-0.0225,0.074,0.363,0.5264,-0.2205
-0.0261,0.086,0.28,0.294,1.263
-0.0234,0.027,0.125,0.2548,1.2
-0.0117,-0.02,-0.1,0.5642,-0.6615
0.0159,-0.01,-0.244,0.6202,-0.7365
-0.0138,0.065,-0.496,0.9576,-1.5765
-0.0243,0.142,-0.683,0.273,-2.046
0.0153,0.066,-0.463,0.3612,-1.0485
0.0198,-0.082,-0.182,0.6384,-0.495
0.0222,-0.103,0.051,0.4662,-0.5505
0.0357,-0.073,0.089,0.126,1.6845
0.0432,-0.028,0.077,-0.329,0.549
0.0216,-0.007,-0.034,-0.7,0.6315
-0.0306,-0.014,0.022,-1.2012,1.08
-0.0537,0.008,0.046,-1.0864,-0.132
-0.0555,0.004,0.136,-0.5474,0.4935
-0.0228,-0.015,0.104,-0.0252,1.206
0.0105,-0.001,0.108,0.1036,1.2045
0.0333,0.016,0.1,-0.3444,-0.9315
0.0477,0.039,0.114,-0.7448,-0.786
0.0165,0.06,0.119,-0.315,-0.3465
-0.0201,0.126,0.084,-0.0308,-0.8445
-0.0024,0.133,0.119,-0.4158,-1.1775
0.0324,-0.023,0.063,-0.3458,-0.6
-0.0003,-0.037,0.125,0.0672,-0.189
-0.0204,-0.037,0.111,0.0798,-0.675
-0.042,-0.1,0.131,0.1302,0.336
-0.0411,-0.027,0.135,0.7252,0.51
-0.0138,0.08,0.139,1.5876,-0.543
0.0123,0.032,0.106,1.4182,-0.2175
-0.0195,0.001,0.047,-1.2124,2.8485
-0.0351,0.063,-0.084,0.3108,1.059
-0.0396,0.018,-0.109,1.1956,-0.846
-0.0171,-0.019,-0.106,0.9786,-0.1125
0.0168,-0.02,-0.17,0.3024,0.225
0.0126,0.024,-0.116,-0.0602,-0.6015
0.0099,0.048,0.058,-0.693,-0.729
0.0312,-0.006,0.176,-0.959,-0.288
0.0198,-0.072,0.301,-1.1424,-0.1875
0.0198,-0.132,0.254,-0.6818,-0.579
0.021,-0.053,0.19,-0.1316,-0.102
0.0084,0.049,0.117,-0.2408,1.9125
-0.0177,0.105,0.037,0.182,1.5
-0.0735,0.108,-0.068,1.5652,1.824
-0.0597,0.034,-0.2,1.6772,0.243
0.0225,0.015,-0.228,1.6184,-1.0275
0.0396,0.054,-0.357,1.4112,-1.3515
0.0105,0.006,-0.376,0.3878,-0.7665
-0.0183,0.056,-0.23,-0.5138,-0.1125
-0.024,0.052,-0.122,-1.4784,-0.5205
-0.0183,-0.02,0.04,-1.9418,-2.3925
-0.021,-0.016,0.071,-1.7738,-2.5005
0.0048,0.016,0.018,-1.5834,-0.0555
0.015,-0.004,-0.027,-1.1718,1.674
0.0129,-0.008,0.141,-0.3514,0.906
-0.0168,0.021,0.177,-0.119,0.5085
-0.0129,0.097,0.347,0.091,1.6275
-0.0183,0.105,0.353,0.3864,0.18
-0.0168,0.031,0.228,0.2604,-0.4905
0.0135,-0.094,0.214,-0.1232,1.125
0.0306,-0.132,0.111,0.287,1.572
0.0171,-0.027,0.038,-0.1946,1.3425
-0.0087,0.06,-0.067,0.0854,0.6735
-0.0225,0.04,-0.061,0.3052,-0.2205
-0.0084,0.055,-0.069,0.5068,-1.374
0.0102,0.103,-0.225,0.511,-1.8975
0.0267,0.059,-0.273,0.721,-2.13
0.0066,0.002,-0.156,0.5796,-1.35
-0.0303,0.011,-0.011,0.3402,1.485
-0.057,-0.049,-0.002,0.4452,2.6355
-0.0243,-0.068,-0.029,0.8386,-0.1935
0.0117,0.045,-0.062,0.728,0.0465
0.0246,0.081,0.009,-0.469,0.0255
0.0138,0.061,0.077,-0.6692,0.5475
0.0168,-0.002,0.11,-0.49,0.801
0.0123,-0.011,0.175,-0.574,-1.0725
0.0171,0.028,0.147,-0.5642,-0.2475
-0.0249,0.06,0.139,-0.2674,0.3945
-0.0654,0.065,0.085,0.3304,0.6675
-0.0312,0.068,0.022,0.8666,-0.1635
0.0207,-0.039,-0.05,0.6104,-1.749
0.0354,-0.091,-0.06,0.5838,-2.1915
0.0216,-0.1,-0.099,0.5166,-2.2845
0.0291,-0.102,-0.114,0.1932,-0.534
0.0123,-0.047,-0.023,0.2548,1.2585
0.0075,0.016,-0.067,-0.147,1.0785
-0.0105,0.037,-0.037,-0.9548,2.9745
-0.0066,0.067,-0.056,-0.8932,2.3445
0.0108,0.026,0.063,-0.196,0.4095
-0.0108,0.016,0.126,0.126,0.165
-0.0339,0.034,0.134,-0.1204,1.602
-0.0402,0.066,0.181,0.119,1.9485
-0.0108,0.066,0.043,0.0644,0.255
0,-0.029,0.052,0.084,-0.6585
-0.0093,-0.049,0.066,0.7644,-1.3695
-0.0243,-0.026,0.089,2.1126,-2.13
-0.0198,0.002,0.075,1.6058,-2.5245
-0.0027,0.003,0.15,0.7896,-1.0005
0.015,-0.006,0.092,-1.7556,-0.7725
0.0357,-0.002,0.052,-2.2498,-1.899
0.0219,0.038,0.03,-1.5148,-0.7785
-0.0087,0.101,0.022,-1.3076,-0.645
-0.0423,0.065,-0.009,-1.1494,-0.063
-0.0477,0.046,-0.031,-0.4074,2.3775
0.0099,0.038,-0.069,-0.0714,2.055
0.0168,0.073,-0.171,0.182,0.6285
0.0171,0.089,-0.29,0.0868,0.411
0.051,0.035,-0.175,0.1442,-0.1545
0.0339,0.026,-0.049,-0.2786,0.702
0.0042,-0.016,-0.15,-0.4718,0.225
0.0153,-0.03,-0.206,0.3542,-0.444
-0.027,0.007,-0.194,0.2828,0.9975
-0.0657,0.043,-0.159,0.3374,1.851
-0.0807,0.04,0.017,0.8274,0.486
-0.0471,0.007,0.12,0.7728,0.7485
0.0126,-0.014,0.177,1.022,-1.989
0.0273,-0.052,0.278,1.176,-2.943
-0.006,-0.044,0.336,1.2068,-1.8945
0.0048,-0.051,0.28,1.0136,0.135
0.0117,-0.037,0.208,0.3598,0.774
0.0012,-0.038,0.2,-0.6818,0.849
-0.006,0.02,0.139,-1.2586,0.615
0.0015,0.047,0.053,-0.8162,0.156
0.0135,0.054,0.01,-0.0742,-0.1575
0.0297,0.031,-0.012,0.2044,1.1745
0.0234,-0.022,-0.095,0.5712,2.181
-0.0165,-0.009,-0.122,0.3052,0.9045
-0.0096,0.036,-0.072,-0.1498,-1.0515
-0.0018,-0.011,-0.127,-0.8232,-2.286
0.0159,0.045,-0.143,-0.7028,-2.367
0.0075,0.056,-0.184,-0.6426,-1.0875
-0.003,0.033,-0.104,-0.49,0.612
-0.0093,0.013,0.031,-0.5978,1.377
-0.0195,0.059,0.031,-0.658,1.3695
-0.0225,0.007,0.135,-0.2268,2.1015
-0.0066,0.009,0.204,0.1372,1.62
-0.0069,0.015,0.082,0.0658,0.8145
-0.0051,-0.005,-0.045,0.0504,-1.086
-0.0051,-0.031,-0.042,0.2758,-1.0635
-0.0093,0.009,0.11,0.3654,-0.0465
0.0138,-0.039,0.305,0.0742,-0.831
0.0387,-0.073,0.352,-0.2576,-1.4205
0.0048,-0.008,0.308,-0.0686,-0.7545
-0.0276,0.006,0.162,0.0574,0.969
-0.018,0.011,0.053,0.462,1.2045
-0.0414,0.003,-0.068,0.8134,0.651
-0.0444,0,-0.217,0.9156,-0.0885
-0.0036,-0.012,-0.387,0.6146,-0.645
0.0231,-0.02,-0.451,0.6062,-0.894
0.0132,-0.003,-0.362,0.3416,-0.672
0.0237,0.008,-0.375,-0.6272,-0.7065
0.0072,0.015,-0.388,-0.4802,0.7605
-0.0108,-0.007,-0.157,-0.0434,0.1395
-0.0165,0.035,0.009,0.2828,-0.972
-0.0114,0.062,0.135,0.5698,-1.4715
-0.0015,0.054,0.219,0.7056,-2.76
-0.0051,0.038,0.309,0.6034,0.1275
-0.0099,0.038,0.378,0.2632,3.6585
0.0108,0.061,0.336,-0.5236,2.319
0.0186,0.063,0.269,-0.91,-0.252
0.0069,0.03,0.121,-0.3122,-1.296
0.0243,0.018,0.092,0.3486,-0.9255
0.0162,0.12,0.054,-0.917,0.273
-0.0063,0.077,-0.031,-1.0192,2.094
-0.0267,0.061,-0.042,-0.3892,1.8615
-0.0579,-0.036,-0.125,-0.2828,0.1575
-0.0336,-0.078,-0.066,-0.1624,-0.801
0.0036,-0.129,-0.183,-0.2478,-0.78
0.0051,-0.116,-0.166,-0.2716,-1.0965
0.0177,-0.053,-0.122,-0.0826,-1.2345
0.0201,-0.027,-0.057,0.0112,-0.507
-0.0021,-0.034,-0.039,-0.4396,0.6975
-0.0276,0.06,0.092,0.1092,0.5685
-0.012,0.039,0.097,0.5908,0.297
0.0087,0.03,0.112,0.602,0.171
0.0228,0.024,0.098,0.5264,0.5805
0.0114,0.024,0.131,0.6286,0.669
-0.0315,0.058,0.05,0.602,1.1565
0.0015,0.034,0.094,0.5656,0.072
0.0261,0.013,0.143,0.2142,-0.0885
0.0354,-0.001,0.107,-0.1176,-0.4545
0.003,0.034,0.07,-0.42,-0.468
-0.0273,-0.019,-0.043,-0.3626,0.2985
-0.0375,0.007,-0.07,0,0.69
-0.0291,0.059,-0.244,-0.4116,0.333
-0.0027,0.065,-0.211,-0.2758,-0.615
-0.0021,0.035,0.095,0.2436,-1.383
-0.006,0.015,0.198,-0.0742,1.191
-0.0024,0.019,0.157,-1.1564,0.651
-0.0111,-0.022,0.149,-0.9562,1.6575
0.0012,-0.093,0.122,0.084,0.4635
0.0225,-0.01,0.021,0.2044,-1.494
0.0369,0.01,0.172,-0.1414,-1.1625
0.027,-0.028,0.121,0.098,0.4515
0.0078,-0.026,0.116,0.2968,0.606
-0.0438,0.067,-0.076,0.4844,1.098
-0.0672,0.087,-0.134,0.5782,-0.777
-0.0639,0.067,-0.232,0.4928,-1.308
-0.0132,0.027,-0.191,0.3878,-0.594
0.0084,-0.027,-0.116,0.5446,-0.288
0.0225,-0.061,-0.243,0.462,-1.3395
0.0417,-0.068,-0.231,0.2786,-1.137
0.0324,-0.069,-0.24,-0.182,0.954
0.0126,-0.046,-0.131,-0.6328,0.15
-0.0345,-0.02,0.054,-0.0742,-1.257
-0.054,0.005,0.118,-0.1442,-1.005
-0.0369,0.037,0.123,-0.2058,-1.056
-0.0048,0.065,0.135,0.1036,0.2265
0.0195,0.111,0.094,0.777,1.236
0.0237,0.099,0.069,0.0588,0.633
0.012,0.016,0.054,-0.6678,-0.2475
0.0309,0.015,0.026,-0.9898,0.33
0.0429,0.003,0.14,-0.3458,2.1675
0.0324,-0.063,0.274,-0.2366,1.7505
0.0105,-0.021,0.295,0.098,0.6705
-0.0498,0.015,0.167,0.686,0.168
-0.0645,0.032,0.173,1.4602,-1.458
-0.0195,0.035,0.045,2.3086,-1.2135
0.0009,0.047,0.032,2.2764,-1.6995
0.0162,0.009,0.04,0.9506,-1.134
0.0165,0.01,0.047,-1.5218,1.911
0.0114,0.015,0.078,-1.3426,2.22
0.0168,0.009,0.053,-1.057,1.149
0.0045,-0.034,0.04,-0.9492,0.555
-0.0117,-0.009,0.008,-0.8148,-0.8115
0.0012,0.036,-0.018,-0.6622,-1.3875
0.0075,0.068,-0.089,-1.323,-1.2225
-0.0132,0.101,-0.06,-1.1466,-0.741
-0.0117,0.061,-0.184,-0.4018,-0.117
-0.0303,0.009,-0.26,0.119,1.344
-0.009,0.032,-0.096,0.4452,1.773
0.0006,0.013,-0.067,0.903,0.1785
-0.0033,-0.018,-0.032,0.7546,0.012
-0.0015,-0.059,-0.107,-0.14,-0.129
-0.006,-0.051,-0.088,-0.3332,1.1475
-0.0114,-0.041,-0.045,-0.1736,0.942
-0.0084,-0.041,-0.087,-0.5572,0.0795
0.009,-0.02,-0.116,-0.3934,-0.045
0.0066,-0.058,-0.08,-0.2478,-0.9855
-0.0174,-0.045,0.004,0.721,-1.4115
0.0111,0.022,0.089,0.8582,-0.351
0.0024,0.072,0.103,0.5348,0.129
-0.0138,0.044,0.194,0.196,-0.5025
0.0024,0.048,0.166,0.2324,-1.4325
-0.006,0.081,0.073,0.5264,-0.3435
-0.0057,0.099,-0.12,0.112,2.4975
-0.0012,0.029,-0.089,-0.224,0.6225
-0.0228,-0.039,0.041,0.154,0.6975
-0.0006,-0.033,0.115,0.2394,-0.1005
0.006,-0.052,0.11,0.392,-0.753
0.0315,0.002,0.174,0.1106,-2.2305
0.0087,0.006,0.128,0.1064,-1.6065
-0.0108,-0.059,0.114,0.1414,-0.297
-0.0168,-0.014,0.103,-0.1918,1.686
-0.066,0.02,0.077,-0.0042,2.0985
-0.0285,0.034,-0.045,-0.3696,1.293
0.003,-0.016,-0.048,-0.4788,0.009
0.0069,-0.024,-0.008,-1.0864,-0.1755
0.006,0.076,0.056,-0.847,-2.6175
-0.0297,0.114,0.032,-0.0056,-2.418
-0.0006,0.031,0.043,0.1932,-0.9465
0.0186,-0.011,0.137,0.238,0.81
0.0126,-0.016,0.232,0.1386,3.4875
0.0129,0.011,0.249,0.0364,3.3585
0.0246,0.037,0.265,0.5082,0.792
0.0174,0.028,0.198,0.245,-0.8235
0.0066,-0.016,0.11,-0.0014,-1.5855
-0.0042,0.004,0.059,0.2408,-2.0295
-0.0138,0.001,0.003,0.1792,-2.4675
-0.0243,-0.025,-0.2,0.1918,-1.317
-0.0168,-0.025,-0.258,0.2478,0.4275
0.0063,-0.049,-0.244,0.042,1.647
0.021,-0.07,-0.221,0.133,2.097
0.0306,-0.044,-0.1,0.455,-0.333
-0.0054,-0.017,0.007,0.5362,-0.591
-0.0381,-0.027,0.009,0.0056,0.066
-0.0063,0.025,0.037,-0.2226,-0.5385
0.0132,0.043,0.098,-0.4648,-0.726
-0.0066,0.051,0.025,-0.8442,0.0975
-0.0078,0.084,-0.05,-1.0262,0.3555
-0.0069,0.058,-0.052,-0.8554,1.4385
-0.0117,0.067,-0.101,-0.42,2.997
-0.0189,0.042,0.032,0.2296,2.0325
0.0093,0.003,0.117,0.6762,0.165
-0.0219,0.024,0.129,0.7574,-1.002
-0.0327,0.024,0.111,0.847,-1.1355
-0.0009,0.033,0.082,0.714,-1.26
0.0111,0.034,0.047,0.8386,-0.546
0.0207,-0.044,0.03,0.6174,-0.804
0.0081,-0.009,0.091,0.4004,-0.675
-0.0087,0.041,0.057,-0.0728,0.7935
-0.0075,0.043,0.013,-0.7672,0.3045
0.0243,0.007,-0.052,-1.0066,-1.17
0.0162,-0.002,-0.069,-0.7364,-0.0525
-0.0099,0.01,-0.07,-0.518,0.117
-0.0096,0.009,0,-0.2184,-0.243
