DIA 0,DIA 5,DIA 15,DIA 20,DIA 30
-0.0033,0.005,0.021,1.442,0.6225
-0.0021,0.023,-0.008,-2.0706,1.092
-0.0048,0.016,-0.008,-1.5526,1.4895
-0.0093,0.023,0.01,-1.946,0.2205
-0.0021,-0.005,0.012,-1.9852,0.9285
-0.0015,0.002,0.025,-0.7294,-0.417
-0.0057,0.036,0.039,0.1428,-3.429
-0.0027,0.005,-0.001,-0.0728,-2.643
-0.0069,-0.003,0.039,-0.3696,-1.56
-0.0024,-0.004,0.046,-0.5474,-1.5915
-0.0009,-0.008,0.018,-0.1988,-0.3435
0.0006,0.017,0.004,-0.4606,-0.591
0.0021,0.016,-0.009,-0.4074,0.957
-0.0003,0.012,-0.015,0.2828,1.6575
-0.0036,0.023,-0.017,0.5754,3.1845
-0.0033,0.02,-0.005,0.6062,1.6815
-0.0057,0.005,0.016,0.9758,0.327
-0.0033,0.008,-0.001,1.2236,-0.8535
-0.0078,-0.008,0.045,0.0924,-0.8805
0.0003,0.012,0.015,-0.469,-1.1325
0.0003,0.008,0.063,-0.301,0.5505
-0.003,0.031,0.024,0.5642,1.0965
-0.0015,0.022,0.036,0.5782,0.921
0.0015,0.018,0.064,0.686,0.8355
0.0006,0.014,0.038,-0.14,0.1245
0,0.011,0.022,0.0154,-1.2795
-0.0054,0.019,-0.004,-0.1302,-1.296
-0.0057,0.019,0.06,-0.3192,-0.2925
-0.0066,0.009,0.052,-0.1764,-0.234
-0.0054,-0.001,-0.008,-0.203,0.741
-0.0006,-0.011,0.033,0.3164,2.0475
0.0018,0.019,0.03,0.3178,-0.309
-0.0096,-0.001,0.017,0.5418,-0.789
-0.0033,0.018,-0.02,0.2142,0.18
-0.0054,0.001,-0.019,-0.4956,1.9995
-0.003,0.026,-0.005,-0.5656,-0.0825
0.0009,0.017,-0.007,-0.3136,-0.975
0.0063,0.012,0.016,-0.1078,-0.8835
0.0009,0.013,0.031,-0.357,-0.9555
-0.0033,0.013,-0.012,-0.3416,-1.0875
-0.0021,0.011,-0.023,0.2618,-0.7155
0.0006,0.003,0.028,0.3178,0.2355
-0.0024,0.012,0.003,0.6314,0.303
-0.0033,0.013,0.023,0.8974,0.486
-0.0069,0.001,0.059,1.6674,-0.39
-0.0009,0.008,-0.03,1.3132,-0.657
-0.0006,0.004,-0.052,-1.7682,-0.3705
-0.0033,0.007,0.003,-0.8022,0.0855
-0.0078,0.012,-0.036,0.161,1.197
-0.0015,-0.011,0.036,0.168,1.8645
-0.0036,0.025,-0.012,0.14,0.783
-0.0039,0.027,-0.01,0.1554,-0.543
-0.0063,-0.001,0.034,-0.7532,-0.6465
-0.0033,0.014,0.006,-1.743,-0.798
-0.0027,0.021,0.034,-0.4522,0.606
-0.0048,0.011,0.04,0.3444,1.0305
-0.0033,0.01,0.025,0.8288,-0.7155
-0.0057,0.006,-0.028,0.4578,-0.7845
0.0024,-0.006,-0.003,-0.0854,-0.2535
-0.0054,0.001,0.052,0.7224,-1.2885
-0.0054,0.011,-0.002,0.7896,-1.2015
-0.0084,0.015,0,0.0378,0.7125
0.0009,0.023,-0.058,-0.9296,3.444
-0.0033,0.009,-0.012,-0.21,2.7465
-0.0018,0.017,-0.017,0.4452,0.9315
-0.0051,0.029,0.052,0.5922,1.8735
-0.0021,-0.005,0.009,0.3892,0.981
-0.0045,0.003,0.021,-0.1596,-0.9705
-0.0048,-0.007,-0.017,-0.8064,-1.38
-0.0075,0.022,-0.022,-1.029,-3.6195
-0.0063,0.016,0.007,-1.1452,-3.945
-0.0012,0.029,-0.04,-1.3538,-3.639
0.0018,0.03,0.047,-0.9072,-2.163
0.0027,0.008,0.005,-0.056,-1.2945
-0.0048,-0.001,0.025,0.2674,-0.546
-0.0012,0.028,-0.029,0.4914,0.5145
0.0006,0.016,-0.007,0.6902,1.761
-0.0021,0.004,-0.022,0.7602,4.224
-0.0054,-0.002,-0.027,0.721,3.705
-0.0015,0.008,0.043,0.9982,1.3515
-0.0102,0.025,0.003,1.1592,0.963
-0.0057,0.023,0.054,0.6216,1.6035
-0.0027,0.033,0.006,-0.3864,-0.402
-0.0027,0.017,-0.025,-0.2366,-0.6555
-0.0009,0.028,0.026,0.2436,-0.654
0.0021,-0.003,0.02,1.127,0.276
0.003,0.017,-0.033,0.8568,0.2145
-0.0006,-0.005,0.024,-2.4248,0.0855
0.0015,-0.012,0.026,-2.2792,0.045
-0.0042,0.011,-0.049,-1.0528,-1.914
-0.0012,0.004,-0.035,-0.2156,-1.6365
-0.0024,0.014,0.019,0.203,-1.161
-0.0081,0.017,0.041,0.7896,-0.5835
-0.0099,0.012,0.013,0.7686,0.489
-0.0051,-0.005,-0.001,0.2044,1.125
-0.0024,0.025,-0.041,-0.6846,0.3885
-0.0006,0.031,-0.041,-0.4578,-0.765
0.0042,0.038,0.014,-0.0812,-0.66
0.0006,0.029,0.039,-0.2296,-0.3855
0.0015,-0.019,-0.014,-0.1428,0.222
-0.0063,-0.003,0.054,-0.161,0.4545
-0.0006,-0.006,0.03,0.3332,1.7565
0.0006,0.009,-0.046,1.4112,3.3315
-0.0069,0.013,0.033,0.854,0.6435
-0.0027,0.023,0.015,0.7378,-2.2815
0.0009,0.016,0.003,0.3024,-2.2635
-0.0057,0.02,0.008,-0.1176,-1.479
-0.0021,0.028,0.043,0.1862,-0.135
-0.0024,-0.016,0.043,0.6118,0.6885
-0.009,0.006,0.025,0.1022,1.0275
-0.0069,-0.007,0.066,-1.2586,0.8085
-0.0045,0.007,-0.038,-0.6468,0.3465
0.0012,0.027,0.013,0.0504,0.363
-0.0009,0.025,-0.003,0.6314,0.33
-0.0027,0.025,-0.005,0.7028,0.0375
-0.0015,0.004,-0.038,0.4942,-0.5955
-0.0033,0.005,0.045,0.2464,-0.144
-0.0006,0.007,0.007,0.0294,1.2615
-0.0069,0.009,0.02,-0.1554,0.3495
-0.0018,0.005,-0.004,-0.4214,-1.9635
-0.0066,0.005,0.052,-0.973,-1.5285
-0.009,0.017,0.014,-0.973,-0.312
-0.0066,0.013,0.064,-0.357,0.087
-0.0033,0.022,-0.009,0.5978,-0.3195
0.0006,0.023,-0.03,0.8484,0.2385
-0.0012,0.013,-0.027,0.5992,-0.429
0.0018,0.009,0.049,-0.0504,-0.957
0.0003,-0.001,0.028,-0.252,-0.618
-0.0033,-0.009,-0.005,-0.5096,0.063
-0.0066,-0.013,0.023,-0.6636,1.4175
0.0006,0.012,-0.024,-0.9744,1.1055
-0.0084,0.009,-0.005,-0.7028,1.0185
-0.0051,0.031,0.034,-0.3346,-0.681
-0.0099,-0.003,0.018,0.273,2.1045
-0.0039,0.004,0.044,0.1316,2.997
-0.0012,0.008,0.02,0.4984,0.21
0.0003,0.01,-0.001,0.2646,-0.234
-0.003,0.001,0.05,0.9758,-1.4115
-0.0009,-0.007,0.041,0.8596,-0.255
-0.0006,-0.011,-0.019,0.5334,-0.093
0.0006,0.035,-0.066,-0.5936,-0.348
-0.0027,0.013,-0.002,0.6874,-0.672
-0.0015,0.009,0.003,0.6496,-1.419
-0.0063,0.035,0.007,0.364,-0.6345
-0.0048,0.011,-0.029,-0.0182,-1.8075
-0.0006,0.007,-0.024,-0.049,-1.575
-0.0024,-0.002,-0.013,-0.2856,-0.1755
-0.0042,0.011,0.01,-0.7098,0.4275
0.0009,-0.006,0.027,-0.9352,1.3515
-0.0057,0.012,0.019,-0.8512,1.818
-0.0099,0.026,0.02,-0.8288,2.1045
-0.0075,0.006,0.052,-0.2324,0.762
-0.003,-0.005,-0.035,1.1018,0.3915
-0.0003,0.008,0,1.715,-0.0615
-0.0021,-0.002,-0.002,-0.189,-0.318
-0.0021,0.004,-0.008,-1.1984,0.858
-0.0039,0.007,0.013,-0.896,0.0075
-0.0063,0.002,0.019,-0.2884,-0.42
-0.0048,-0.016,-0.011,0.3906,-0.936
-0.0081,0.01,-0.018,0.84,-0.9735
-0.0033,0.025,0.025,0.6734,-0.4065
-0.0042,0.028,0.021,0.1036,1.338
-0.0033,0.005,0.016,0.7322,0.009
-0.0015,0.011,0.017,0.0798,-1.3755
-0.0084,0.015,0.052,-0.2226,-0.8145
-0.0045,0.001,-0.008,-0.3346,-0.408
0.0021,0.011,0.006,0.0616,-0.4875
-0.0033,0.02,0.013,0.1134,-0.6795
0.0039,0.04,-0.013,-0.0322,-0.3885
0.0021,0.021,0.005,-0.1666,-0.0195
-0.0021,0.034,-0.018,-0.322,0.6675
-0.0027,0.02,0.005,0.1848,1.3035
0.0027,0.016,0.027,0.4004,0.768
-0.0015,0.014,0.022,0.4802,-0.429
0.0015,0.016,-0.015,0.6258,-0.3765
0.0069,0.026,0.018,0.8582,-0.621
-0.0039,0.037,0.012,0.7966,-0.2895
-0.0078,0.011,0.059,0.4802,1.5615
-0.0147,0.01,-0.046,-0.3514,1.392
-0.0078,-0.003,-0.054,-0.7994,1.2045
-0.0015,-0.023,0.024,-0.4886,0.5685
0.0021,-0.015,0.04,-0.777,-0.3195
-0.0072,0.002,0.018,-0.6566,-1.1445
-0.0012,0.003,0.041,-0.5866,-0.7755
-0.0054,0.002,-0.01,-0.4088,-0.3285
-0.0063,0.028,-0.003,-0.5264,-0.753
-0.0048,0.001,0.043,-0.4536,-0.3975
0.0027,0.002,0.002,-0.0056,1.2315
-0.0021,0.017,0.037,0.8386,2.046
-0.0045,0.004,0.028,2.0076,0.8325
-0.0006,0.008,0.055,1.526,-1.062
0.003,0.017,0.065,-0.5446,-1.308
-0.0036,0,-0.012,-1.1872,-0.351
0.0006,0.027,0.038,-1.0514,0.156
-0.0051,0.017,0.027,-0.9534,0.591
0.0021,0.003,0.029,-0.553,0.444
-0.0048,0.028,0.035,-0.4242,0.243
-0.0003,0.039,0.022,0.5208,-1.011
0.0015,0.008,-0.004,0.3878,-0.63
-0.003,0.02,-0.056,0.35,-1.3515
-0.0048,0.001,0.001,0.581,-0.198
0.0021,-0.012,0.015,0.3724,1.26
-0.0015,0.021,-0.023,-0.434,0.564
-0.0027,0.014,-0.032,-1.4658,-0.5505
-0.0027,0,-0.015,0.1008,-0.024
-0.0054,0.004,-0.001,0.5824,0.24
-0.0048,0.004,0.005,0.861,0.6795
-0.0021,0.006,0.003,1.141,2.202
-0.0003,0.019,0.055,0.9142,2.985
-0.0027,0.021,0.047,-0.0126,-0.231
-0.0015,0.029,0.051,-0.6566,-1.9125
0.0012,0.015,0.013,-0.6216,-3.4695
0.0003,0.023,0.067,-0.5474,-2.562
-0.0045,0.005,0.044,-0.4396,-0.603
-0.0036,0.018,0.029,-0.0854,0.081
-0.0099,-0.019,0.034,0.5726,0.0435
-0.0033,0.007,0.03,0.7154,0.7665
-0.0015,-0.006,-0.009,0.0798,0.4725
-0.0054,-0.002,-0.028,0.3458,0.1665
-0.0003,0.009,-0.007,0.21,0.429
0.0021,0.011,-0.013,0.0294,0.84
-0.0018,0.017,0.023,0.1568,1.377
0.0051,0.001,-0.004,-0.0672,1.3185
0.0024,0.031,0.029,-0.0532,-0.876
0,0,-0.009,0.0308,0.282
-0.0024,0.01,-0.027,0.161,0.405
-0.0051,0.018,0.015,0.602,-1.314
-0.0114,0.014,0.061,-0.8162,-0.639
-0.0096,0.011,0.05,-0.4704,-0.351
-0.0057,-0.001,0.026,-0.8204,0.3465
-0.0015,0.006,0.05,-0.2632,0.207
0.0009,0.011,0.036,0.084,0.903
-0.0027,-0.003,0.064,-0.0406,0.6255
-0.0048,-0.008,0.054,0.336,0.3855
-0.0057,0.009,0.066,0.6468,-1.416
-0.0033,0.011,0.029,0.8638,-1.7175
-0.0066,0.019,0.004,-0.014,-0.018
-0.006,0.011,-0.025,0.238,0.5295
-0.0087,0.019,-0.032,0.798,0.4485
-0.0027,0.002,0.031,0.4228,0.3
-0.0036,0.016,-0.06,-1.393,-0.291
-0.0048,0.002,-0.032,-0.6818,-1.6065
-0.0048,0.011,-0.072,-0.3444,-0.813
-0.0045,-0.006,-0.01,-0.896,1.6455
-0.0024,-0.014,0.028,-0.3738,1.5075
0.0018,-0.014,0.018,-0.0084,0.8835
-0.0015,0.023,0.015,0.2562,0.411
0.0048,0.015,0.02,-0.0098,-0.327
-0.0009,0.012,-0.021,-0.5796,-1.764
0,0.002,0.025,0.035,-1.4745
-0.0036,-0.001,-0.021,0.8078,0.1875
0.0009,-0.005,0.036,1.5834,0.939
-0.0006,-0.003,0.033,1.421,1.671
-0.0066,0.012,0.029,-1.8074,2.5605
-0.0021,0.004,0.041,-1.743,0.726
-0.0015,0.025,0.001,-0.6538,-0.558
-0.0018,0.025,-0.014,0.175,-1.2195
-0.0006,0.005,-0.009,0.5586,-1.716
-0.0045,0.014,0.052,0.602,-1.2195
-0.0075,0.009,0.024,0.9562,0.249
-0.0081,0.003,0.043,0.8218,0.615
-0.0003,-0.004,0.021,0.4886,0.756
-0.0075,0.011,0.03,0.7266,0.6555
-0.0096,0.017,-0.028,0.0882,0.6135
-0.0075,-0.001,-0.035,-0.3486,0.5445
-0.0093,0.006,-0.006,-0.5236,-0.198
-0.0054,-0.009,0.018,-0.203,-0.21
-0.0024,-0.003,0.017,-0.5306,-0.72
0.0009,-0.009,0.012,-0.9212,-2.1195
-0.0012,-0.014,0.012,-0.7518,-1.362
-0.0063,-0.003,0.031,-0.6398,-0.228
-0.0042,0.005,0.011,-0.4256,0.486
-0.0057,0.003,-0.019,-0.1974,1.617
0.0018,0.007,0.007,-0.3192,2.2755
0.0003,0,0.031,0.6258,-0.1905
0.0003,0.005,0.011,0.2268,-0.9945
0.0018,0.003,0.008,0.0896,-1.1775
-0.0009,0.003,0.033,0.2702,0.645
-0.0015,-0.004,0,0.4354,0.1545
0.0009,-0.004,0.063,0.7812,-0.654
-0.006,0.007,0.004,0.4858,-1.629
0.0024,0.016,0.011,0.5558,-0.6705
-0.0015,0.03,0,0.8596,-0.159
0.0006,0.03,0,-0.1022,0.108
0.0009,0.018,0.042,-0.5642,0.2145
-0.0042,-0.003,-0.026,-0.0504,0.318
-0.0012,-0.003,0.052,0.084,-0.5205
-0.0066,-0.026,-0.02,0.847,-1.5525
-0.0015,0.01,-0.003,1.0766,0.573
-0.0009,0.002,0.058,0,3.393
-0.003,0.01,0.044,-0.7028,2.247
-0.0021,0.014,0.014,-0.8064,0.6975
0.0006,-0.007,0.067,-0.4186,-0.36
-0.0039,0,0.023,-0.6258,-0.2205
-0.0051,0.016,0.015,-0.4116,1.263
-0.0051,0.004,-0.003,-0.0742,1.2
-0.0027,-0.005,-0.003,-0.5166,-0.6615
-0.0051,0.001,0.046,-0.4354,-0.7365
-0.0096,-0.009,-0.003,0.2422,-1.5765
-0.0048,0.005,0.018,0.749,-2.046
-0.006,0.005,0.007,1.134,-1.0485
-0.0045,0.005,0.033,1.7962,-0.495
-0.0036,-0.01,0.003,1.631,-0.5505
-0.0021,-0.002,0.033,-0.1624,1.6845
-0.0063,0.011,0.034,0.1246,0.549
0.0015,0.014,0.022,1.0346,0.6315
0.0012,0.001,-0.021,0.5418,1.08
-0.0042,0.011,-0.004,-2.9904,-0.132
-0.0045,0.022,0.061,-3.0786,0.4935
-0.0042,0.012,-0.002,-1.2838,1.206
-0.0018,-0.001,-0.004,-0.9926,1.2045
-0.0024,-0.001,0.047,-0.9842,-0.9315
-0.0015,0,-0.027,-0.3878,-0.786
-0.0051,-0.016,-0.028,0.0924,-0.3465
-0.0021,-0.014,-0.011,0.4088,-0.8445
-0.0063,0.019,-0.032,1.295,-1.1775
-0.0075,0.02,0.04,0.1442,-0.6
-0.0003,0.027,-0.025,-0.0098,-0.189
0.0003,0.013,0.013,0.784,-0.675
-0.003,0.02,0.007,0.5866,0.336
0,0.012,-0.004,0.5656,0.51
0.0024,0.034,0.025,0.2716,-0.543
-0.0048,0.044,0.024,0.0364,-0.2175
-0.0057,0.024,0.02,-0.0854,2.8485
0.0027,0.005,0.053,-0.3024,1.059
-0.0087,-0.016,-0.018,0.441,-0.846
-0.0012,-0.028,0.002,0.168,-0.1125
-0.0042,-0.008,0.012,-0.0462,0.225
0.0021,-0.016,0.015,0.5208,-0.6015
-0.0054,-0.004,0.023,0.1722,-0.729
-0.0072,0.027,-0.03,-0.7,-0.288
-0.0081,0.021,-0.014,-0.1176,-0.1875
-0.0036,0.038,0.014,-0.1498,-0.579
-0.0045,0.004,0.074,0.3066,-0.102
-0.0045,-0.005,0.057,0.6692,1.9125
-0.0006,0.014,0.02,0.8232,1.5
-0.0018,0.028,0.043,0.5726,1.824
-0.0048,0.002,0.038,-0.0378,0.243
-0.0018,0.007,-0.007,-0.469,-1.0275
-0.0009,0.014,-0.025,-0.2604,-1.3515
-0.0075,-0.008,-0.032,0.3864,-0.7665
-0.0012,0.009,0.034,0.0854,-0.1125
-0.0015,0.001,0.051,-0.2282,-0.5205
0.0039,0.003,0.036,0.035,-2.3925
-0.0021,-0.012,0.007,-0.1974,-2.5005
-0.0072,0.021,-0.038,-0.4844,-0.0555
-0.0027,-0.013,0.035,-0.2828,1.674
-0.0063,-0.003,0.061,-0.5446,0.906
0.0039,-0.002,0.041,-0.3262,0.5085
0.0027,0,0.084,-0.9856,1.6275
-0.0081,0.016,0.026,-0.7784,0.18
-0.0063,0.01,0.029,-0.3864,-0.4905
-0.003,0.021,-0.027,0.4214,1.125
-0.0009,0.027,0.029,0.7798,1.572
0.0039,0.004,0.009,0.4046,1.3425
0.0042,0,-0.083,0.1988,0.6735
0.0027,0.003,-0.039,-0.021,-0.2205
-0.0072,-0.011,-0.003,0.4466,-1.374
-0.0093,-0.011,0,0.9058,-1.8975
-0.0129,-0.014,0.022,0.7,-2.13
-0.0108,-0.005,0.001,0.084,-1.35
-0.0096,0.014,0.04,-1.2978,1.485
-0.0048,0.022,0.022,-0.5656,2.6355
-0.0021,0.039,0.003,-0.2884,-0.1935
-0.0006,0.025,0.029,-0.007,0.0465
-0.0006,0.012,0.013,0.6426,0.0255
0.0012,0.013,0.019,0.1036,0.5475
-0.003,0.002,-0.041,-0.4914,0.801
-0.003,0.017,0.007,0.3598,-1.0725
-0.0054,0.01,-0.014,1.0836,-0.2475
-0.0054,0.033,0.021,0.0392,0.3945
-0.0096,0.022,-0.017,-0.749,0.6675
-0.0096,0.016,0.022,-0.2674,-0.1635
-0.0066,-0.006,0.018,-0.1036,-1.749
-0.0033,0.013,0.026,0.0364,-2.1915
-0.0006,0.027,-0.026,0.0378,-2.2845
-0.0033,0.005,0.022,0.329,-0.534
0.0003,0.007,0.054,0.602,1.2585
0.0006,0.009,-0.024,0.8092,1.0785
-0.0021,-0.013,0.006,0.6006,2.9745
-0.0027,-0.014,0.049,-0.5978,2.3445
-0.0069,0.009,0.076,-0.7504,0.4095
-0.0048,0.015,0.018,-0.7826,0.165
0.0012,-0.003,0.059,-0.7084,1.602
-0.0066,0.014,0.004,-0.2324,1.9485
-0.0009,0.04,0.011,0.1204,0.255
0.0024,0.038,-0.014,0.1554,-0.6585
0.0006,0.013,0.003,0.3696,-1.3695
0,0.021,0.04,0.2534,-2.13
0.0003,0.018,-0.005,-0.0126,-2.5245
-0.0132,0.027,-0.034,0.1316,-1.0005
-0.0162,0.001,-0.054,0.3486,-0.7725
0.0009,-0.005,-0.027,0.4284,-1.899
-0.0042,-0.012,0.006,0.5978,-0.7785
0,-0.013,0.005,0.8582,-0.645
-0.0024,0.023,0.035,-0.0924,-0.063
-0.0072,0.007,0.072,-0.1246,2.3775
-0.0057,0.036,0.028,-0.1176,2.055
-0.0039,0.014,-0.018,-0.7854,0.6285
-0.0033,0.009,0.027,-1.0808,0.411
-0.0015,0.01,0.003,-0.3416,-0.1545
0.003,0.018,0.001,0.0924,0.702
-0.0006,0.005,0.005,0.3948,0.225
0.0009,-0.011,0.031,1.3874,-0.444
-0.0006,-0.019,0,1.0108,0.9975
-0.0009,0.01,0.09,0.6552,1.851
-0.0009,-0.001,0.026,0.1428,0.486
-0.0015,0.03,0.028,-0.6314,0.7485
-0.0045,0.033,0.003,-0.3766,-1.989
-0.0066,0.01,0.028,-0.4984,-2.943
-0.0048,0.004,-0.016,-0.154,-1.8945
0.0024,0.032,-0.016,-0.077,0.135
-0.0021,0.025,-0.001,0.119,0.774
0.003,0.028,-0.034,0.182,0.849
-0.0036,0.011,0.017,-0.742,0.615
-0.003,0.017,0.012,-1.442,0.156
-0.0126,-0.004,-0.004,0.0854,-0.1575
-0.0072,-0.004,0.012,-0.0952,1.1745
0.0015,0.002,0.001,0.364,2.181
0.0003,0.025,0.079,1.1368,0.9045
-0.0087,0.008,-0.02,0.2646,-1.0515
0.0012,-0.004,-0.031,-1.057,-2.286
-0.0036,0.002,0.017,-0.0392,-2.367
-0.0048,0.036,0.049,-0.3444,-1.0875
-0.0018,0.013,0.041,0.2128,0.612
-0.0021,0.018,-0.016,1.2908,1.377
-0.0033,0.023,0.055,1.3342,1.3695
0.0024,0.029,0.032,0.0294,2.1015
0.0009,0.013,0.083,-0.539,1.62
-0.0012,0.026,0.043,-0.5908,0.8145
-0.0102,0.031,0.008,-0.553,-1.086
-0.0006,0.025,-0.036,0.0056,-1.0635
-0.0024,-0.001,-0.003,0.0854,-0.0465
-0.0069,0.012,0.025,-0.756,-0.831
0.003,0.007,-0.024,-0.5432,-1.4205
-0.0003,0.005,0.018,-0.3514,-0.7545
-0.0075,0.001,-0.002,-0.0938,0.969
-0.0018,0.009,-0.015,0.4438,1.2045
-0.0084,0.017,0.028,0.4788,0.651
-0.0051,-0.021,0.041,0.3304,-0.0885
-0.0075,-0.015,0.057,0.5236,-0.645
-0.0033,0.014,-0.007,0.8218,-0.894
-0.0024,0.026,-0.091,-0.1554,-0.672
-0.0012,0.029,0.031,-0.6678,-0.7065
-0.0015,0.008,0.004,-0.224,0.7605
0.0012,0.014,0.043,-0.343,0.1395
0.0003,0.024,0.039,-0.1778,-0.972
-0.0078,0.004,-0.058,0.0294,-1.4715
-0.0075,0.022,-0.011,0.1022,-2.76
-0.003,0.007,-0.005,0.3024,0.1275
-0.0027,-0.016,0.017,-0.2828,3.6585
-0.0081,0.016,0.045,-0.1302,2.319
-0.0021,0.013,-0.017,0.063,-0.252
-0.0003,0.014,-0.02,0.4172,-1.296
-0.0027,0.025,0.051,0.1092,-0.9255
0,0.048,0.022,0.0532,0.273
-0.0009,-0.003,0.021,0.4046,2.094
-0.0024,0.01,-0.014,1.0304,1.8615
-0.0006,0.009,0.031,0.7154,0.1575
-0.0006,0.023,0.038,-0.8344,-0.801
-0.0003,0.029,0.041,-0.5684,-0.78
-0.0063,0.029,0.028,0.5474,-1.0965
-0.0111,0.011,0,0.4998,-1.2345
-0.0063,0.014,-0.005,0.0252,-0.507
0.0018,0.017,0.021,-0.5726,0.6975
0.0081,0.012,0,-0.5824,0.5685
-0.0069,-0.006,0.062,-0.3052,0.297
0.0033,0.004,0.064,0.3934,0.171
0.003,0.032,0.061,0.6944,0.5805
-0.0027,0.016,-0.025,0.3962,0.669
-0.0075,0.006,-0.011,-0.42,1.1565
-0.0135,0.014,-0.011,-0.5474,0.072
-0.0093,-0.005,-0.009,-0.6062,-0.0885
-0.0054,0.019,-0.042,-0.329,-0.4545
-0.0012,0.018,-0.002,-0.0168,-0.468
-0.0045,0.033,-0.031,0.4424,0.2985
0.0018,0.015,-0.03,1.1452,0.69
-0.0084,0.022,0.007,0.8064,0.333
0.0024,0.017,0.024,-1.106,-0.615
0.0024,-0.006,0.054,-1.0682,-1.383
-0.0033,-0.006,-0.009,0.2562,1.191
-0.0027,0.023,0.015,0.0126,0.651
-0.0036,0.019,-0.014,-0.1008,1.6575
-0.0048,0.028,-0.026,-0.07,0.4635
0.0006,0.007,0.011,-0.0882,-1.494
-0.0015,-0.012,0.031,0.1638,-1.1625
-0.0009,-0.031,-0.033,0.4452,0.4515
-0.0003,0.025,0.007,0.5264,0.606
-0.0021,0.04,0.053,0.3108,1.098
-0.0054,0.043,0.023,0.0574,-0.777
-0.0012,0.024,-0.023,0.4606,-1.308
-0.0021,0.002,0.044,-0.0602,-0.594
-0.0033,0.017,0.011,-0.0686,-0.288
-0.0024,0.012,-0.005,-0.1666,-1.3395
0.0066,0.018,0.025,0.28,-1.137
-0.0048,0.018,0.012,0.2506,0.954
0.0015,0.022,0.013,0.1554,0.15
-0.0018,0.007,0.024,0.2996,-1.257
0,0.01,0.024,-0.0994,-1.005
-0.0063,0.016,0.027,-0.518,-1.056
-0.0078,0.034,0.012,-0.7588,0.2265
-0.0084,0.014,0.029,-0.6538,1.236
-0.0093,-0.01,-0.011,-0.5516,0.633
-0.003,-0.002,-0.001,-0.0322,-0.2475
-0.0024,-0.011,-0.003,0.6706,0.33
-0.0006,-0.031,0.038,-0.0546,2.1675
-0.0003,0.01,-0.006,0.4046,1.7505
0.0021,-0.004,0.027,0.245,0.6705
0,0.019,0.032,-0.1106,0.168
-0.0042,0.012,0.009,0.1232,-1.458
-0.0069,-0.001,0.018,0.721,-1.2135
-0.0015,0.007,0.029,0.5012,-1.6995
-0.0075,0.021,0.008,0.1932,-1.134
-0.0063,0.018,0.031,-0.7252,1.911
-0.0066,0.04,0.033,-0.8064,2.22
-0.0048,0.027,0.007,-0.4984,1.149
-0.003,0.041,0.02,-0.035,0.555
-0.0012,0.037,0.019,-0.4382,-0.8115
-0.0036,0.012,0.069,-0.2632,-1.3875
-0.0099,-0.002,0.012,-0.2478,-1.2225
0.0003,-0.016,0.028,0.7182,-0.741
0.0012,0,-0.015,0.8092,-0.117
-0.0027,-0.004,-0.022,-0.0476,1.344
-0.0072,-0.006,-0.006,-0.9282,1.773
-0.0096,-0.003,-0.029,-0.2758,0.1785
-0.0039,0.023,-0.04,-0.1414,0.012
-0.0075,0.038,0.005,0.2534,-0.129
-0.0042,0.01,0.002,0.6118,1.1475
-0.0027,0.029,0.021,0.8232,0.942
-0.0012,0.022,-0.034,-0.6132,0.0795
-0.0006,0.017,0.01,-0.371,-0.045
-0.0036,0.005,0.03,-0.0462,-0.9855
-0.0075,-0.017,0.026,0.1932,-1.4115
-0.0051,0.002,-0.02,0.1512,-0.351
-0.0015,0.004,0.028,-0.0126,0.129
-0.0087,-0.01,0,0.4158,-0.5025
-0.0012,-0.002,0.016,0.2814,-1.4325
-0.006,0.001,0.036,0.2072,-0.3435
-0.0039,0.004,0.055,0.0714,2.4975
0.0006,0,0.009,0.6412,0.6225
0.0036,0.024,0.046,0.6328,0.6975
0.0036,0.015,-0.027,-0.0784,-0.1005
0.0012,0.013,-0.022,-0.5642,-0.753
-0.0069,0.026,0.009,-0.546,-2.2305
-0.0048,0.013,0.055,-0.2772,-1.6065
0.0054,0.029,0.027,0.1638,-0.297
0.0018,0.024,0.067,0.1428,1.686
0.0027,0.02,0.034,0.749,2.0985
-0.0021,-0.008,-0.006,1.085,1.293
0.0003,0.009,-0.004,-0.1092,0.009
-0.0051,-0.001,0.024,-0.07,-0.1755
-0.006,0.014,-0.005,-0.6174,-2.6175
-0.012,0.023,0.029,-1.1032,-2.418
-0.0129,0.036,-0.014,0.4242,-0.9465
-0.0081,0.056,-0.011,1.0038,0.81
-0.0048,0.028,0.049,-0.3178,3.4875
0.0003,0.019,-0.017,-1.2166,3.3585
-0.0012,-0.004,0.043,0.3514,0.792
0.0009,-0.001,0.034,0.6552,-0.8235
-0.003,0.005,0.05,-0.3178,-1.5855
-0.0015,0.004,0,-0.2758,-2.0295
-0.0027,0.013,-0.03,0.3122,-2.4675
-0.0057,0.011,0.005,0.5684,-1.317
-0.0021,0.008,-0.051,0.441,0.4275
0.0045,0.008,-0.013,-0.0196,1.647
-0.0021,0.009,0.059,-0.0784,2.097
0.0048,0.018,-0.003,-0.6524,-0.333
0,0.023,0.024,-0.9702,-0.591
0,0.021,0.011,-0.4816,0.066
-0.0081,0.019,0.016,-0.2226,-0.5385
0.0009,0.022,0.008,0.224,-0.726
